screen_name,dbpedia_types
EngenderHealth,[['Organisation']]
MorganRadford,[['Person']]
TheRealTimUrban,"[['Person', 'Artist', 'MusicalArtist']]"
equalvision,"[['Company', 'Organisation', 'RecordLabel']]"
montelljordan,"[['Person', 'Artist', 'MusicalArtist']]"
DanyGarciaCo,[['Person']]
Marc_Silvestri,"[['Person', 'Artist', 'ComicsCreator']]"
bleedingthrough,"[['Band', 'Organisation', 'Group']]"
CrackMagazine,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
RepRichardNeal,"[['Person', 'Politician', 'Politician']]"
ShealeighDaily,"[['Person', 'Artist', 'MusicalArtist']]"
csheary13,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
Newsela,[['Company']]
elliotminor,"[['Person', 'Artist', 'MusicalArtist']]"
jordansuckley,"[['Person', 'Artist', 'MusicalArtist']]"
ESPNMilwaukee,[['Station']]
ESPNMilwaukee,"[['RadioStation', 'Broadcaster', 'Organisation']]"
lincolnparkzoo,[['Place']]
MeantimeBrewing,"[['Company', 'Organisation']]"
ZZWard,"[['Person', 'Artist', 'MusicalArtist']]"
luckyyates,[['Actor']]
thomaslangdrum,"[['Person', 'Artist', 'MusicalArtist']]"
1RichieSpice,"[['Person', 'Artist', 'MusicalArtist']]"
AdrianYoungND,[['MusicalArtist']]
TheTorontoZoo,[['Place']]
BillGriffeth,[['Journalist']]
spor,"[['Person', 'Artist', 'MusicalArtist']]"
UTHighwayPatrol,[['Organisation']]
enterprisecares,"[['Company', 'Organisation']]"
rachel_luttrell,[['Actor']]
SamFuld5,"[['Person', 'Athlete', 'BaseballPlayer']]"
SeanJRodriguez1,"[['Person', 'Athlete', 'BaseballPlayer']]"
GMADoveAwards,[['Organisation']]
missjessyjess,"[['Person', 'Athlete', 'MartialArtist']]"
Pablo_Francisco,"[['Person', 'Artist', 'Comedian']]"
mojombo,[['BusinessPerson']]
thejohnnoble,[['Actor']]
wolfandbadger,"[['Company', 'Organisation']]"
DrEstella,[['Person']]
nkf,[['Organisation']]
AlexiPappas,"[['Person', 'Athlete']]"
PodcastOne,"[['Company', 'Organisation']]"
Fiery01Red,[['Actor']]
OFFICIALSTIG,[['Work']]
OFFICIALSTIG,"[['Band', 'Group', 'Organisation']]"
vgescobar,"[['Person', 'Politician']]"
VeritasTechLLC,[['Company']]
oatsstudios,"[['Company', 'Organisation']]"
CasMudde,[['Person']]
NYCEDC,[['Organisation']]
NLLBandits,"[['Organisation', 'SportsTeam']]"
nsaahome,[['Organisation']]
madisoniseman,[['Actor']]
ANNIEMOHO,[['Actor']]
tyleralvarez,[['Actor']]
TheRyanHollins,"[['Person', 'Athlete', 'BasketballPlayer']]"
LUVELLI,[['Photographer']]
JillMansell,"[['Person', 'Writer']]"
JohnCarreyrou,[['Person']]
pamm,"[['Building', 'Museum', 'ArchitecturalStructure']]"
tomqe,[['Person']]
UNC_Health_Care,"[['Building', 'Hospital', 'ArchitecturalStructure']]"
Crestron,"[['Company', 'Organisation']]"
richkleiman,[['BusinessPerson']]
AlixPerez,"[['Person', 'Artist', 'MusicalArtist']]"
AsanteBlackk,[['Actor']]
TripwireInt,"[['Company', 'Organisation']]"
stevesalaita,[['Person']]
fontawesome,"[['Software', 'Work']]"
paulepworth,"[['Person', 'Artist', 'MusicalArtist']]"
WeWoreWhat,[['Person']]
DayShell,"[['Person', 'Artist', 'MusicalArtist']]"
tao_lin,"[['Person', 'Writer']]"
thedanjurgens,"[['Person', 'Artist', 'ComicsCreator']]"
RepJimRenacci,"[['Person', 'Politician']]"
ultimateguitar,"[['Website', 'Work']]"
Shoshannah7,[['Actor']]
GoodwillIntl,[['Organisation']]
jjcjockey,"[['Person', 'Athlete', 'Jockey']]"
ElisabethHarnoi,[['Actor']]
JACKIEBEAT,[['Person']]
JeremyAllenReal,[['Actor']]
ItsbuccnJoe59,"[['Person', 'Athlete', 'BaseballPlayer']]"
Tstory2,"[['Person', 'Athlete', 'BaseballPlayer']]"
d_spiegel,"[['Person', 'Scientist']]"
Dorsett_4,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
AOTAInc,[['Organisation']]
NWSIndianapolis,"[['GovernmentAgency', 'Organisation']]"
NWSIndianapolis,"[['Company', 'Organisation']]"
leinilyu,"[['Person', 'Artist', 'ComicsCreator']]"
DweezilZappa,"[['Person', 'Artist', 'MusicalArtist']]"
narcisostudio,"[['Person', 'Artist', 'FashionDesigner']]"
EnoughProject,[['Organisation']]
joeyluthman,[['Actor']]
Vlasic44,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
celinajade,[['Person']]
MarkUrban01,[['Person']]
mattselman,[['Person']]
AnisimovaAmanda,"[['Person', 'Athlete', 'TennisPlayer']]"
BNYMellon,[['Company']]
Oshawa_Generals,"[['HockeyTeam', 'Organisation', 'SportsTeam']]"
AINowInstitute,[['Organisation']]
JharrelJerome,[['Actor']]
NYUpress,"[['Company', 'Publisher', 'Organisation']]"
MsDScott11,"[['Person', 'Athlete', 'SoccerPlayer']]"
Vitacost,"[['Company', 'Organisation']]"
WLFI,[['Station']]
WLFI,[['TelevisionStation']]
sara_underwood,[['Journalist']]
HemmingsNews,[['School']]
HemmingsNews,"[['Magazine', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
colehaan,"[['Company', 'Organisation']]"
AtticusShaffer2,[['Actor']]
DatingNaked,"[['TelevisionShow', 'Work']]"
jehorowitz,[['Person']]
SManifesto,"[['Band', 'Organisation', 'Group']]"
MatiasDuarte,[['Person']]
PMensahOnline,[['Actor']]
GLeagueWarriors,"[['BasketballTeam', 'Organisation', 'SportsTeam']]"
DeirdreBolton,[['Person']]
Craig_McMorris,"[['Person', 'Athlete']]"
985KLUC,"[['RadioStation', 'Broadcaster', 'Organisation']]"
985KLUC,[['Station']]
samrobertsband,"[['Person', 'Artist', 'MusicalArtist']]"
PocketMortys,"[['VideoGame', 'Software', 'Work']]"
PocketMortys,[['Person']]
leeranaldo,"[['Person', 'Artist', 'MusicalArtist']]"
CaraTheobold,[['Actor']]
AirbnbCitizen,[['Website']]
AirbnbCitizen,"[['Company', 'Organisation']]"
IrishTimesCultr,[['Company']]
IrishTimesCultr,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
VinceBiegel,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
AmericanElement,"[['Company', 'Organisation']]"
Telefilm_Canada,[['Organisation']]
HayleyErin,[['Actor']]
sonnyrollins,"[['Person', 'Artist', 'MusicalArtist']]"
MattTaven,"[['Person', 'Athlete', 'Wrestler']]"
G_Rupp,"[['Person', 'Athlete']]"
LuminaFound,[['Organisation']]
salemnews,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
Wolfe321,[['Journalist']]
PaulRudnickNY,"[['Person', 'Writer']]"
coopmavs,[['Person']]
citizenM,"[['Company', 'Organisation']]"
TheGEICOGecko,"[['Company', 'Organisation']]"
joeycoulter,[['Automobile']]
joeycoulter,"[['NascarDriver', 'RacingDriver', 'MotorsportRacer', 'Athlete', 'Person']]"
CharmingCharlie,"[['Company', 'Organisation']]"
PGtips,"[['Film', 'Work']]"
PGtips,[['Company']]
MayaDiRado,"[['Person', 'Athlete', 'Swimmer']]"
dianebirch,"[['Person', 'Artist', 'MusicalArtist']]"
Reem_Acra,[['Person']]
plasmatron,"[['Person', 'Artist', 'MusicalArtist']]"
RheaLitre,"[['Person', 'MusicalArtist']]"
SiteGround,[['Work']]
SiteGround,"[['Company', 'Organisation']]"
DyannaLauren,[['Actor']]
marythechief,[['Actor']]
funkindotcom,"[['Band', 'Organisation', 'Group']]"
AltspaceVR,"[['Software', 'Work']]"
jashkenas,[['Person']]
JoeWebb_14,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
ThaaoPenghlis,[['Actor']]
NWSVegas,"[['GovernmentAgency', 'Organisation']]"
NWSVegas,"[['Company', 'Organisation']]"
asiacarrera,[['Actor']]
goodnewswendy,[['Person']]
KingCash_7191,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
imcorinnemec,[['Actor']]
samthesparrow,"[['Person', 'Actor', 'Artist']]"
simplybusiness,"[['Company', 'Organisation']]"
rhettmiller,"[['Person', 'Artist', 'MusicalArtist']]"
benkweller,"[['Person', 'Artist', 'MusicalArtist']]"
AllenCunningham,"[['Person', 'Athlete', 'PokerPlayer']]"
musicahebraica,[['Organisation']]
AedinMincks,[['Actor']]
magnoliabakery,[['Company']]
Raekwondavis_99,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
PSBJ,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
PSBJ,[['Company']]
taylizlou,[['Actor']]
AdrianMarcel510,"[['Person', 'Artist', 'MusicalArtist']]"
CREDOMobile,"[['Company', 'Organisation']]"
THEFACELESSband,"[['Band', 'Organisation', 'Group']]"
StickFigureDub,"[['Band', 'Organisation', 'Group']]"
BWestbrookAZ8,[['Person']]
BlakeGeoffrion,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
ronlieber,[['Journalist']]
may_wise,[['Actor']]
Crowdifornia,[['Organisation']]
jackiekashian,"[['Person', 'Artist', 'Comedian']]"
officialchevel,"[['Person', 'Artist', 'MusicalArtist']]"
BudCauley,"[['Person', 'Athlete', 'GolfPlayer']]"
repgregwalden,"[['Person', 'Politician', 'Politician']]"
KieseLaymon,[['Person']]
WakeForest,[['University']]
EvilMarguerite,"[['Person', 'Artist', 'ComicsCreator']]"
jomalleydillon,"[['Person', 'Politician']]"
RoyalAstroSoc,[['Organisation']]
GasBuddy,"[['Company', 'Organisation']]"
zanebeadles,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
JohnnyCash,"[['Person', 'Artist', 'MusicalArtist']]"
toddrundgren,"[['Person', 'Artist', 'MusicalArtist']]"
caseywasserman,[['BusinessPerson']]
BromptonBicycle,"[['Company', 'Organisation']]"
lucyprebblish,[['Person']]
CityYear,[['Organisation']]
LeapFrog,[['Company']]
Wayward_PinesTV,"[['TelevisionShow', 'Work']]"
WOLA_org,[['Organisation']]
JonahFisherBBC,"[['Person', 'Journalist']]"
FamousFootwear,"[['Company', 'Organisation']]"
PeanutsMovie,"[['Film', 'Work']]"
PeanutsMovie,[['Person']]
PiersonFode,[['Actor']]
RachelGFox,[['Actor']]
BillyDib,"[['Person', 'Athlete', 'Boxer']]"
ChadHugo,"[['Person', 'Artist', 'MusicalArtist']]"
dcseifert,[['Journalist']]
toby_onwumere,[['Actor']]
emilysteaparty,[['Actor']]
ILGAEurope,[['Organisation']]
ILGAEurope,[['Settlement']]
RepGusBilirakis,"[['Person', 'Politician', 'Politician']]"
AcadiaNPS,[None]
mcyogi,[['Person']]
mercatus,[['Organisation']]
CamAnalytica,"[['Company', 'Organisation']]"
domesticworkers,[['Organisation']]
ATabarrok,"[['Person', 'Economist']]"
humankindness,"[['Company', 'Organisation']]"
sambosco_10,[['Actor']]
Jhpiego,[['Organisation']]
MLiebreich,[['BusinessPerson']]
theFortMcKenry,"[['Person', 'Athlete', 'BaseballPlayer']]"
SallyPressman,[['Actor']]
chefjosegarces,[['Person']]
AkiraYamaoka,"[['Person', 'Artist', 'MusicalArtist']]"
VELDFest,"[['Convention', 'Event', 'SocietalEvent']]"
RaquelCastro,[['Actor']]
Krafty_Kuts,"[['Person', 'Artist', 'MusicalArtist']]"
JoslinDiabetes,"[['Building', 'Hospital', 'ArchitecturalStructure']]"
theknocks,"[['Band', 'Organisation', 'Group']]"
ErinFitzgerald,[['VoiceActor']]
DiegoDv8,"[['Person', 'Athlete', 'SoccerPlayer']]"
RyanHurd,[['Person']]
Allison_Tolman,[['Actor']]
lucianwintrich,[['Person']]
twix,[['ArchitecturalStructure']]
ESYudkowsky,[['Person']]
jeffdriskel,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
PRTuk,[['Organisation']]
RFlaherty3,"[['Person', 'Athlete', 'BaseballPlayer']]"
WillHoge,"[['Person', 'Artist', 'MusicalArtist']]"
MRGOULD,"[['Person', 'Artist', 'MusicalArtist']]"
DrTempleGrandin,"[['Person', 'Scientist']]"
robinlundberg,[['Person']]
DjTeeBee,"[['Person', 'Artist', 'MusicalArtist']]"
ImEddieMoney,[['MusicalArtist']]
SonicWall,[['Company']]
UplandBrewCo,"[['Company', 'Organisation']]"
Mike_Soroka28,"[['Person', 'Athlete', 'BaseballPlayer']]"
rubbermaid,"[['Company', 'Organisation']]"
VIFFest,"[['Event', 'FilmFestival', 'SocietalEvent']]"
DeadOceans,"[['Company', 'Organisation', 'RecordLabel']]"
Wesbrisco,"[['Person', 'Athlete', 'Wrestler']]"
TheNCHC,[['Organisation']]
comtruise,"[['Person', 'Artist', 'MusicalArtist']]"
ColterWall,"[['Person', 'Artist', 'MusicalArtist']]"
IslaDawn,"[['Person', 'Athlete', 'Wrestler']]"
BradZiegler,"[['Person', 'Athlete', 'BaseballPlayer']]"
SEIresearch,[['Organisation']]
TMobileArena,"[['Building', 'Venue', 'ArchitecturalStructure']]"
SarahGadon,[['Actor']]
Rebellion,[['Company']]
ericosborne_11,[['Actor']]
IDSAInfo,[['Organisation']]
ltmuseum,"[['Building', 'Museum', 'ArchitecturalStructure']]"
automationworld,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
ShayLaren,[['Actor']]
LyndieGreenwood,[['Actor']]
D12,"[['Band', 'Organisation', 'Group']]"
kayvonwebster,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
Hot963,"[['RadioStation', 'Broadcaster', 'Organisation']]"
Hot963,[['Station']]
ProfFrancesca,[['Person']]
DavidNeiwert,"[['Person', 'Writer']]"
IBTimesUK,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
SaguaroNPS,[None]
Sbootcamp,"[['Company', 'Organisation']]"
annkillion,[['Person']]
InjuryReserve,"[['Band', 'Organisation', 'Group']]"
Frances_Fisher,[['Actor']]
kylepalmieri,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
TamsenFadal,[['Person']]
John_Kass,[['Journalist']]
2live_AM,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
nancymbirdsall,[['Person']]
ItsTylerYoung,[['Actor']]
trans_siberian,"[['Band', 'Organisation', 'Group']]"
Jonathan_K_Cook,[['Journalist']]
DameEdnaEverage,[['FictionalCharacter']]
Travis_BanksPW,"[['Person', 'Athlete', 'Wrestler']]"
patientslikeme,"[['Company', 'Organisation']]"
patientslikeme,"[['Broadcaster', 'Organisation']]"
JasonGore59,"[['Person', 'Athlete', 'GolfPlayer']]"
joeyjaws,[['Person']]
Carowinds,[['Place']]
BBCCarrie,[['Person']]
filmrisetv,"[['Company', 'Organisation']]"
filmrisetv,[['Place']]
railwaygazette,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
ChickenMan3010,"[['Person', 'Athlete', 'BaseballPlayer']]"
NeowinFeed,"[['Website', 'Work']]"
RalphGilles,[['Person']]
NALEO,[['Organisation']]
SteinwayAndSons,[['Company']]
RepMcKinley,"[['Person', 'Politician']]"
c_poesy,[['Actor']]
BHLDN,"[['Company', 'Organisation']]"
larsenthompson,[['Actor']]
AntoninaPantera,"[['Person', 'Athlete', 'MartialArtist']]"
RepMGriffith,"[['Person', 'Politician']]"
GoYardGoats,[['Single']]
Ted_Casablanca,[['Person']]
blockbuster,"[['Company', 'Organisation']]"
byronrestaurant,[['Restaurant']]
skinnyfromthe9,"[['Person', 'Artist', 'MusicalArtist']]"
dwilson_6,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
AirNatlGuard,"[['MilitaryUnit', 'Organisation']]"
SwatchUS,[['Company']]
JoeLieberman,"[['Person', 'Politician', 'Politician']]"
atlasgenius,"[['Band', 'Organisation', 'Group']]"
WBNG12News,[['Station']]
Airborne_Toxic,"[['Band', 'Organisation', 'Group']]"
KevinSiegrist,"[['Person', 'Athlete', 'BaseballPlayer']]"
splashdamage,"[['Company', 'Organisation']]"
RepShimkus,"[['Person', 'Politician']]"
TailorBrands,[['Company']]
RougnedOdor,"[['Person', 'Athlete', 'BaseballPlayer']]"
simplemindscom,"[['Band', 'Organisation', 'Group']]"
ghost_0836,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
SteinmetzNBA,[['Person']]
SnootieWild,"[['Person', 'Artist', 'MusicalArtist']]"
kinggatz2,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
roncorning,[['Journalist']]
Naturally7,"[['Person', 'Artist', 'MusicalArtist']]"
NYSPHSAA,[['Organisation']]
VGreen85,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
DANGlobalSafety,"[['Band', 'Organisation']]"
chrislintott,"[['Person', 'Scientist']]"
waEMD,"[['MilitaryUnit', 'Organisation']]"
DXCTechnology,[['Company']]
I_AM_Worthy99,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
MathiasAnderle,"[['Person', 'Artist', 'MusicalArtist']]"
ericacerra,[['Actor']]
jonathan_katz,"[['Person', 'Artist', 'Comedian']]"
lawrence_wright,"[['Person', 'Writer']]"
davidsbridal,[['Company']]
PDGA,[['Organisation']]
WillEstes101,[['Actor']]
mgardot,"[['Person', 'Artist', 'MusicalArtist']]"
gollancz,"[['Publisher', 'Company', 'Organisation']]"
gollancz,[['Building']]
JeremyFarrar,"[['Person', 'Scientist']]"
LeonLogothetis,[['Person']]
SummerCampFest,[['SocietalEvent']]
WashBlade,[['Person']]
WashBlade,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
neo4j,"[['Software', 'Work']]"
RaziNurullayev,"[['Person', 'Politician']]"
BPTickets,"[['Company', 'Organisation']]"
OriolServia,"[['Person', 'Athlete', 'RacingDriver', 'MotorsportRacer']]"
HoganLovells,"[['Company', 'Organisation', 'LawFirm']]"
brianculbertson,"[['Person', 'Artist', 'MusicalArtist']]"
ChemiShalev,[['Journalist']]
JessSula,[['Actor']]
TerriIvens,[['Actor']]
greg_doucette,[['Lawyer']]
JunkScience,[['Journalist']]
bethecorreia,"[['Person', 'Athlete', 'MartialArtist']]"
RepGaramendi,"[['Person', 'Politician', 'Politician']]"
ThieveryCorpDC,"[['Band', 'Organisation', 'Group']]"
Jamar51Chaney,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
AuthorsGuild,[['Person']]
AuthorsGuild,[['Organisation']]
libreoffice,"[['Software', 'VideoGame', 'Work']]"
HwnElectric,"[['Company', 'Organisation']]"
Barclaycard,"[['Company', 'Organisation']]"
JadeTailor,[['Actor']]
gillianwelch,"[['Person', 'Artist', 'MusicalArtist']]"
factoriogame,"[['Software', 'VideoGame', 'Work']]"
OTownOfficial,"[['Band', 'Organisation', 'Group']]"
stewartbrand,[['Person']]
TheManishDayal,[['Actor']]
Zulay_Henao,[['Actor']]
JessicaC_VIP,"[['Person', 'Model']]"
Acumatica,"[['Company', 'Organisation']]"
TwatterLord,"[['Company', 'Organisation', 'RecordLabel']]"
DamsonIdris,[['Person']]
sidewalklabs,"[['Company', 'Organisation']]"
TylerClary,"[['Person', 'Athlete', 'Swimmer']]"
PugetSystems,"[['Company', 'Organisation']]"
FisherHouseFdtn,[['Organisation']]
felakuti,"[['Person', 'Artist', 'MusicalArtist']]"
RepDLamborn,"[['Person', 'Politician']]"
NickFoligno,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
MenloVentures,"[['Company', 'Organisation']]"
classpass,"[['Company', 'Organisation']]"
SymbolycOne,"[['Person', 'Artist', 'MusicalArtist']]"
Oobahs,[['Person']]
callerdotcom,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
RetailProphet,[['TelevisionHost']]
noureendewulf,[['Actor']]
ravengoodwin,[['Actor']]
hanadayo0903,"[['Person', 'Athlete', 'Wrestler']]"
mega963fm,[['Station']]
mega963fm,"[['RadioStation', 'Broadcaster', 'Organisation']]"
aduclair10,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
ConnorWeil,[['Actor']]
riho_gtmv,"[['Person', 'Athlete', 'Wrestler']]"
RandyHarrison01,[['Actor']]
melissa_marr,"[['Person', 'Writer']]"
sproutsfm,"[['Company', 'Organisation']]"
jamesmatesitv,[['Journalist']]
LAZoo,[['Place']]
RepRichmond,"[['Person', 'Politician', 'Politician']]"
majesticwine,"[['Company', 'Organisation']]"
majesticwine,[['Country']]
ann_leckie,"[['Person', 'Writer']]"
PulteHomes,[['Company']]
johnny_boyd,[['Actor']]
JesseBoykins3rd,"[['Person', 'Artist', 'MusicalArtist']]"
theRealEsthero,"[['Person', 'Artist', 'MusicalArtist']]"
FARNOOSH,[['Journalist']]
JohnAllenPaulos,"[['Person', 'Scientist']]"
HolocaustUK,[['Organisation']]
itscaitlinhd,[['Journalist']]
Buzzcocks,"[['Band', 'Organisation', 'Group']]"
weddingpresent,"[['Person', 'Artist', 'MusicalArtist']]"
contessabrewer,[['Person']]
MekennaMelvin,[['Actor']]
NicolasJBechtel,[['Actor']]
NeilHaskell,[['Dancer']]
ToddGloria,"[['Person', 'Politician', 'Politician']]"
AmerenCorp,"[['Company', 'Organisation']]"
AmerenCorp,[['Person']]
FlavaD,"[['Person', 'Artist', 'MusicalArtist']]"
Megalyn,[['Actor']]
brutusbeefcake_,"[['Person', 'Athlete', 'Wrestler']]"
MoosejawMadness,[['Work']]
MoosejawMadness,"[['Company', 'Organisation']]"
DafnaLinzer,[['Journalist']]
JustinWilliams,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
bigfishgames,[['Company']]
nwfdailynews,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
MatthewRycroft1,"[['Person', 'Politician', 'Politician']]"
helenenothelen,[['Person']]
Kenny_Lofton7,"[['Person', 'Athlete', 'BaseballPlayer']]"
LibbySchaaf,"[['Person', 'Politician', 'Politician']]"
Intermountain,"[['Company', 'Organisation']]"
YujaWang,"[['Person', 'Artist', 'MusicalArtist']]"
CurbedSF,"[['Website', 'Work']]"
CurbedSF,[['Broadcaster']]
titusmakin,[['Actor']]
GothicBeautyMag,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
harrisoncraig,"[['Person', 'Artist', 'MusicalArtist']]"
eholmes2003,[['Person']]
BruceBeck4NY,[['Broadcaster']]
BruceBeck4NY,[['Person']]
TinyMovingParts,"[['Band', 'Organisation', 'Group']]"
ghcorps,[['Organisation']]
iman_marshall8,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
fpleitgenCNN,[['Journalist']]
TampaBayRowdies,"[['SportsTeam', 'Organisation']]"
TampaBayRowdies,"[['SoccerClub', 'SportsClub', 'Organisation']]"
WaterFireProv,[['Organisation']]
eetimes,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
gbpressgazette,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
CatholicDigest,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
EnvAm,[['Organisation']]
LKLawes,"[['Person', 'Athlete', 'Curler', 'WinterSportPlayer']]"
RepBonnie,"[['Person', 'Politician', 'Politician']]"
CISecurity,[['Organisation']]
BigKuntryKing,"[['Person', 'Artist', 'MusicalArtist']]"
ChrisSolinsky,"[['Person', 'Athlete']]"
absolutvodka,[['Company']]
eatoncorp,[['Company']]
MarvelStrikeF,"[['Software', 'VideoGame', 'Work']]"
palinfoen,"[['Website', 'Work']]"
RepBradWenstrup,"[['Person', 'Politician']]"
TeamViewer,"[['Software', 'Work']]"
RedFang,[['Band']]
allisonmunn,[['Actor']]
Grand_Hustle,"[['Company', 'Organisation', 'RecordLabel']]"
utahsenate,"[['Legislature', 'Organisation']]"
utahsenate,[['Building']]
Optimizely,[['Company']]
skamille,[['BusinessPerson']]
JarrodAlonge,"[['Person', 'Artist', 'Comedian']]"
Bobby_Sacre,"[['Person', 'Athlete', 'BasketballPlayer']]"
JOLaMaKina,"[['Person', 'Athlete', 'BaseballPlayer']]"
KorynHawthorne,"[['Person', 'Artist', 'MusicalArtist']]"
KIRORadio,"[['RadioStation', 'Broadcaster', 'Organisation']]"
KIRORadio,[['Station']]
KPLR11,[['TelevisionStation']]
KPLR11,[['Station']]
David_Bossie,"[['Person', 'Politician']]"
BunkeredOnline,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
yogabbagabba,"[['TelevisionShow', 'Work']]"
TooManyZooz,"[['Band', 'Organisation', 'Group']]"
USA_Taekwondo,[['Organisation']]
leketisrael,[['Organisation']]
ShenandoahNPS,[None]
2AFDN,[['Organisation']]
DHLUS,"[['Company', 'Organisation']]"
RepChipRoy,"[['Person', 'Politician']]"
USSSA,[['Organisation']]
USSSA,[['Person']]
glenfarclas,[['Company']]
cityofhope,[['Organisation']]
PrattInstitute,"[['University', 'Organisation', 'EducationalInstitution']]"
BloombergRadio,"[['Organisation', 'RadioStation', 'Broadcaster']]"
gruffingtonpost,"[['Person', 'Artist', 'MusicalArtist']]"
Flack4RIC,"[['Airport', 'ArchitecturalStructure', 'Infrastructure']]"
Lane8music,"[['Person', 'Artist', 'MusicalArtist']]"
gitlabstatus,"[['Website', 'Work']]"
gitlabstatus,[['SoccerManager']]
christianmusic,"[['Person', 'Artist', 'MusicalArtist']]"
YorkDispatch,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
SadeABC,[['Journalist']]
StreamsMinIntl,[['Organisation']]
Kevin_Faulconer,"[['Person', 'Politician', 'Politician']]"
DrunkenPeasants,"[['Person', 'Youtuber']]"
ElPERRO82,"[['Person', 'Athlete', 'Boxer']]"
CenDemTech,[['Organisation']]
MADDOnline,[['Organisation']]
Pity_Sex,"[['Band', 'Organisation', 'Group']]"
tonykatz,[['Person']]
GregSankey,"[['Person', 'Athlete']]"
rj_cyler,[['Actor']]
999KISW,[['Station']]
999KISW,"[['RadioStation', 'Broadcaster', 'Organisation']]"
stromer19,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
Tee_Reel,[['Actor']]
gretsch,"[['Company', 'Organisation']]"
DaInternz,"[['SportsTeam', 'Organisation']]"
DaInternz,"[['Band', 'Group', 'Organisation']]"
DaInternz,[['MusicalArtist']]
Snapdragon,"[['Company', 'Organisation']]"
Snapdragon,[['Software']]
TROYMERRITT_PGA,"[['Person', 'Athlete', 'GolfPlayer']]"
le1f,"[['Person', 'Artist', 'MusicalArtist']]"
RichOToole,"[['Person', 'Artist', 'MusicalArtist']]"
AlfreWoodard,[['Actor']]
theswac,[['SocietalEvent']]
sfwa,[['Organisation']]
Korn_Ferry,"[['Company', 'Organisation']]"
MrBillDaniels,[['Actor']]
marjoriemliu,"[['Person', 'Writer']]"
davidbazan,"[['Person', 'Artist', 'MusicalArtist']]"
brooklynpaper,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
ryanfarish,"[['Person', 'Artist', 'MusicalArtist']]"
wdet,"[['Organisation', 'RadioStation', 'Broadcaster']]"
chriswillistwit,"[['Person', 'Artist', 'MusicalArtist']]"
loadingreadyrun,"[['Website', 'Work']]"
loadingreadyrun,[['Person']]
